Product ID,Category,Product Name,Description,Price (INR),Photo URL
P0102,Ethnic Wear,Royal Blue Banarasi Silk Sharara Set,"A slim fit sharara set crafted in soft banarasi silk fabric, featuring breathable fabric. Perfect for office wear, this royal blue piece pairs easily with your everyday wardrobe.",5909,https://picsum.photos/seed/P0102/500/650
P0103,Ethnic Wear,Sky Blue Art Silk Bandhani Saree,"A loose fit bandhani saree crafted in soft art silk fabric, featuring intricate zari work. Perfect for wedding functions, this sky blue piece pairs easily with your everyday wardrobe.",1589,https://picsum.photos/seed/P0103/500/650
P0104,Ethnic Wear,Teal Chiffon Saree with Blouse,"A tailored fit saree with blouse crafted in soft chiffon fabric, featuring intricate zari work. Perfect for weekend brunches, this teal piece pairs easily with your everyday wardrobe.",3939,https://picsum.photos/seed/P0104/500/650
P0105,Ethnic Wear,Charcoal Grey Banarasi Silk Banarasi Saree,"A loose fit banarasi saree crafted in soft banarasi silk fabric, featuring gathered detailing. Perfect for evening parties, this charcoal grey piece pairs easily with your everyday wardrobe.",1399,https://picsum.photos/seed/P0105/500/650
P0106,Ethnic Wear,Ivory Georgette Straight Kurta Set,"A slim fit straight kurta set crafted in soft georgette fabric, featuring a comfortable stretch. Perfect for wedding functions, this ivory piece pairs easily with your everyday wardrobe.",6979,https://picsum.photos/seed/P0106/500/650
P0107,Ethnic Wear,Sky Blue Art Silk Chikankari Kurta Set,"A tailored fit chikankari kurta set crafted in soft art silk fabric, featuring delicate embroidery. Perfect for date nights, this sky blue piece pairs easily with your everyday wardrobe.",2249,https://picsum.photos/seed/P0107/500/650
P0108,Ethnic Wear,Emerald Green Georgette Kurta with Dupatta,"A slim fit kurta with dupatta crafted in soft georgette fabric, featuring a relaxed drape. Perfect for evening parties, this emerald green piece pairs easily with your everyday wardrobe.",5069,https://picsum.photos/seed/P0108/500/650
P0109,Ethnic Wear,Teal Organza Printed Kurti,"A relaxed fit printed kurti crafted in soft organza fabric, featuring fine pleating. Perfect for wedding functions, this teal piece pairs easily with your everyday wardrobe.",6929,https://picsum.photos/seed/P0109/500/650
P0110,Ethnic Wear,Charcoal Grey Chiffon Indo-Western Gown,"A tailored fit indo-western gown crafted in soft chiffon fabric, featuring breathable fabric. Perfect for evening parties, this charcoal grey piece pairs easily with your everyday wardrobe.",3869,https://picsum.photos/seed/P0110/500/650
P0111,Ethnic Wear,Sky Blue Cotton Silk Indo-Western Gown,"A slim fit indo-western gown crafted in soft cotton silk fabric, featuring a subtle sheen. Perfect for everyday wear, this sky blue piece pairs easily with your everyday wardrobe.",6779,https://picsum.photos/seed/P0111/500/650
P0112,Ethnic Wear,Olive Georgette Palazzo Suit,"A tailored fit palazzo suit crafted in soft georgette fabric, featuring fine pleating. Perfect for evening parties, this olive piece pairs easily with your everyday wardrobe.",6669,https://picsum.photos/seed/P0112/500/650
P0113,Ethnic Wear,Magenta Banarasi Silk Straight Kurta Set,"A slim fit straight kurta set crafted in soft banarasi silk fabric, featuring a flattering silhouette. Perfect for evening parties, this magenta piece pairs easily with your everyday wardrobe.",4989,https://picsum.photos/seed/P0113/500/650
P0114,Ethnic Wear,Olive Banarasi Silk Anarkali Suit,"A loose fit anarkali suit crafted in soft banarasi silk fabric, featuring breathable fabric. Perfect for festive occasions, this olive piece pairs easily with your everyday wardrobe.",1759,https://picsum.photos/seed/P0114/500/650
P0115,Ethnic Wear,White Organza Lehenga Choli,"A slim fit lehenga choli crafted in soft organza fabric, featuring a subtle sheen. Perfect for date nights, this white piece pairs easily with your everyday wardrobe.",1419,https://picsum.photos/seed/P0115/500/650
P0116,Ethnic Wear,Royal Blue Banarasi Silk Angrakha Kurta,"A tailored fit angrakha kurta crafted in soft banarasi silk fabric, featuring intricate zari work. Perfect for date nights, this royal blue piece pairs easily with your everyday wardrobe.",3179,https://picsum.photos/seed/P0116/500/650
P0117,Ethnic Wear,White Banarasi Silk Kalamkari Kurta,"A tailored fit kalamkari kurta crafted in soft banarasi silk fabric, featuring a subtle sheen. Perfect for office wear, this white piece pairs easily with your everyday wardrobe.",5399,https://picsum.photos/seed/P0117/500/650
P0118,Ethnic Wear,Teal Cotton Silk Bandhani Saree,"A regular fit bandhani saree crafted in soft cotton silk fabric, featuring hand-block prints. Perfect for festive occasions, this teal piece pairs easily with your everyday wardrobe.",4409,https://picsum.photos/seed/P0118/500/650
P0119,Ethnic Wear,Navy Georgette Straight Kurta Set,"A loose fit straight kurta set crafted in soft georgette fabric, featuring contrast piping. Perfect for wedding functions, this navy piece pairs easily with your everyday wardrobe.",3609,https://picsum.photos/seed/P0119/500/650
P0120,Ethnic Wear,Ivory Cotton Angrakha Kurta,"A tailored fit angrakha kurta crafted in soft cotton fabric, featuring contrast piping. Perfect for evening parties, this ivory piece pairs easily with your everyday wardrobe.",5689,https://picsum.photos/seed/P0120/500/650
P0121,Ethnic Wear,Emerald Green Rayon Bandhani Saree,"A regular fit bandhani saree crafted in soft rayon fabric, featuring fine pleating. Perfect for layering, this emerald green piece pairs easily with your everyday wardrobe.",2309,https://picsum.photos/seed/P0121/500/650
P0122,Ethnic Wear,Blush Pink Georgette Lehenga Choli,"A regular fit lehenga choli crafted in soft georgette fabric, featuring a flattering silhouette. Perfect for festive occasions, this blush pink piece pairs easily with your everyday wardrobe.",3069,https://picsum.photos/seed/P0122/500/650
P0123,Ethnic Wear,Peach Cotton Silk Saree with Blouse,"A regular fit saree with blouse crafted in soft cotton silk fabric, featuring a comfortable stretch. Perfect for wedding functions, this peach piece pairs easily with your everyday wardrobe.",6109,https://picsum.photos/seed/P0123/500/650
P0124,Ethnic Wear,Emerald Green Silk Palazzo Suit,"A relaxed fit palazzo suit crafted in soft silk fabric, featuring fine pleating. Perfect for evening parties, this emerald green piece pairs easily with your everyday wardrobe.",5939,https://picsum.photos/seed/P0124/500/650
P0125,Ethnic Wear,Navy Georgette Banarasi Saree,"A relaxed fit banarasi saree crafted in soft georgette fabric, featuring a relaxed drape. Perfect for layering, this navy piece pairs easily with your everyday wardrobe.",3319,https://picsum.photos/seed/P0125/500/650
P0126,Ethnic Wear,Coral Cotton Silk Printed Kurti,"A slim fit printed kurti crafted in soft cotton silk fabric, featuring breathable fabric. Perfect for festive occasions, this coral piece pairs easily with your everyday wardrobe.",2749,https://picsum.photos/seed/P0126/500/650
P0127,Ethnic Wear,Navy Silk Saree with Blouse,"A relaxed fit saree with blouse crafted in soft silk fabric, featuring fine pleating. Perfect for layering, this navy piece pairs easily with your everyday wardrobe.",4249,https://picsum.photos/seed/P0127/500/650
P0128,Ethnic Wear,Wine Cotton Silk Angrakha Kurta,"A relaxed fit angrakha kurta crafted in soft cotton silk fabric, featuring breathable fabric. Perfect for wedding functions, this wine piece pairs easily with your everyday wardrobe.",6419,https://picsum.photos/seed/P0128/500/650
P0129,Ethnic Wear,Peach Art Silk Angrakha Kurta,"A regular fit angrakha kurta crafted in soft art silk fabric, featuring delicate embroidery. Perfect for layering, this peach piece pairs easily with your everyday wardrobe.",5719,https://picsum.photos/seed/P0129/500/650
P0130,Ethnic Wear,Charcoal Grey Rayon Lehenga Choli,"A regular fit lehenga choli crafted in soft rayon fabric, featuring a flattering silhouette. Perfect for office wear, this charcoal grey piece pairs easily with your everyday wardrobe.",1509,https://picsum.photos/seed/P0130/500/650
P0131,Ethnic Wear,Beige Rayon Anarkali Suit,"A slim fit anarkali suit crafted in soft rayon fabric, featuring gathered detailing. Perfect for date nights, this beige piece pairs easily with your everyday wardrobe.",5819,https://picsum.photos/seed/P0131/500/650
P0132,Ethnic Wear,Beige Chanderi Bandhani Saree,"A tailored fit bandhani saree crafted in soft chanderi fabric, featuring a subtle sheen. Perfect for date nights, this beige piece pairs easily with your everyday wardrobe.",6109,https://picsum.photos/seed/P0132/500/650
P0133,Ethnic Wear,Rust Orange Cotton Sharara Set,"A relaxed fit sharara set crafted in soft cotton fabric, featuring hand-block prints. Perfect for office wear, this rust orange piece pairs easily with your everyday wardrobe.",4669,https://picsum.photos/seed/P0133/500/650
P0134,Ethnic Wear,Coral Art Silk Lehenga Choli,"A tailored fit lehenga choli crafted in soft art silk fabric, featuring delicate embroidery. Perfect for travel, this coral piece pairs easily with your everyday wardrobe.",5949,https://picsum.photos/seed/P0134/500/650
P0135,Ethnic Wear,Navy Chiffon Lehenga Choli,"A relaxed fit lehenga choli crafted in soft chiffon fabric, featuring minimal styling. Perfect for office wear, this navy piece pairs easily with your everyday wardrobe.",6559,https://picsum.photos/seed/P0135/500/650
P0136,Ethnic Wear,Black Organza Angrakha Kurta,"A tailored fit angrakha kurta crafted in soft organza fabric, featuring a flattering silhouette. Perfect for casual outings, this black piece pairs easily with your everyday wardrobe.",6599,https://picsum.photos/seed/P0136/500/650
P0137,Ethnic Wear,Rust Orange Rayon Nehru Jacket Set,"A tailored fit nehru jacket set crafted in soft rayon fabric, featuring delicate embroidery. Perfect for date nights, this rust orange piece pairs easily with your everyday wardrobe.",3379,https://picsum.photos/seed/P0137/500/650
P0138,Ethnic Wear,Beige Organza Saree with Blouse,"A relaxed fit saree with blouse crafted in soft organza fabric, featuring fine pleating. Perfect for date nights, this beige piece pairs easily with your everyday wardrobe.",6259,https://picsum.photos/seed/P0138/500/650
P0139,Ethnic Wear,Maroon Silk Chikankari Kurta Set,"A loose fit chikankari kurta set crafted in soft silk fabric, featuring fine pleating. Perfect for weekend brunches, this maroon piece pairs easily with your everyday wardrobe.",2919,https://picsum.photos/seed/P0139/500/650
P0140,Ethnic Wear,Emerald Green Organza Anarkali Suit,"A loose fit anarkali suit crafted in soft organza fabric, featuring a subtle sheen. Perfect for wedding functions, this emerald green piece pairs easily with your everyday wardrobe.",3599,https://picsum.photos/seed/P0140/500/650
P0141,Ethnic Wear,Maroon Art Silk Straight Kurta Set,"A slim fit straight kurta set crafted in soft art silk fabric, featuring fine pleating. Perfect for date nights, this maroon piece pairs easily with your everyday wardrobe.",4279,https://picsum.photos/seed/P0141/500/650
P0142,Ethnic Wear,Ivory Banarasi Silk Kurta with Dupatta,"A tailored fit kurta with dupatta crafted in soft banarasi silk fabric, featuring a flattering silhouette. Perfect for date nights, this ivory piece pairs easily with your everyday wardrobe.",5969,https://picsum.photos/seed/P0142/500/650
P0143,Ethnic Wear,Peach Chanderi Kurta with Dupatta,"A slim fit kurta with dupatta crafted in soft chanderi fabric, featuring gathered detailing. Perfect for layering, this peach piece pairs easily with your everyday wardrobe.",2689,https://picsum.photos/seed/P0143/500/650
P0144,Ethnic Wear,Navy Banarasi Silk Nehru Jacket Set,"A tailored fit nehru jacket set crafted in soft banarasi silk fabric, featuring gathered detailing. Perfect for everyday wear, this navy piece pairs easily with your everyday wardrobe.",4029,https://picsum.photos/seed/P0144/500/650
P0145,Ethnic Wear,Black Banarasi Silk Indo-Western Gown,"A relaxed fit indo-western gown crafted in soft banarasi silk fabric, featuring contrast piping. Perfect for layering, this black piece pairs easily with your everyday wardrobe.",6309,https://picsum.photos/seed/P0145/500/650
P0146,Ethnic Wear,Mustard Art Silk Printed Kurti,"A tailored fit printed kurti crafted in soft art silk fabric, featuring intricate zari work. Perfect for everyday wear, this mustard piece pairs easily with your everyday wardrobe.",6949,https://picsum.photos/seed/P0146/500/650
P0147,Ethnic Wear,Peach Cotton Angrakha Kurta,"A relaxed fit angrakha kurta crafted in soft cotton fabric, featuring fine pleating. Perfect for weekend brunches, this peach piece pairs easily with your everyday wardrobe.",3739,https://picsum.photos/seed/P0147/500/650
P0148,Ethnic Wear,Royal Blue Cotton Palazzo Suit,"A tailored fit palazzo suit crafted in soft cotton fabric, featuring intricate zari work. Perfect for casual outings, this royal blue piece pairs easily with your everyday wardrobe.",6139,https://picsum.photos/seed/P0148/500/650
P0149,Ethnic Wear,Lavender Cotton Chikankari Kurta Set,"A slim fit chikankari kurta set crafted in soft cotton fabric, featuring delicate embroidery. Perfect for date nights, this lavender piece pairs easily with your everyday wardrobe.",2589,https://picsum.photos/seed/P0149/500/650
P0150,Ethnic Wear,Ivory Rayon Sharara Set,"A regular fit sharara set crafted in soft rayon fabric, featuring a subtle sheen. Perfect for date nights, this ivory piece pairs easily with your everyday wardrobe.",6679,https://picsum.photos/seed/P0150/500/650
P0151,Bottoms,Wine Denim Jogger Pants,"A slim fit jogger pants crafted in soft denim fabric, featuring a relaxed drape. Perfect for wedding functions, this wine piece pairs easily with your everyday wardrobe.",1089,https://picsum.photos/seed/P0151/500/650
P0152,Bottoms,Navy Satin Skinny Jeans,"A relaxed fit skinny jeans crafted in soft satin fabric, featuring contrast piping. Perfect for everyday wear, this navy piece pairs easily with your everyday wardrobe.",2469,https://picsum.photos/seed/P0152/500/650
P0153,Bottoms,Lavender Cotton Pleated Trousers,"A relaxed fit pleated trousers crafted in soft cotton fabric, featuring minimal styling. Perfect for travel, this lavender piece pairs easily with your everyday wardrobe.",1509,https://picsum.photos/seed/P0153/500/650
P0154,Bottoms,Teal Denim Pencil Skirt,"A regular fit pencil skirt crafted in soft denim fabric, featuring a relaxed drape. Perfect for weekend brunches, this teal piece pairs easily with your everyday wardrobe.",2449,https://picsum.photos/seed/P0154/500/650
P0155,Bottoms,Emerald Green Twill Jogger Pants,"A regular fit jogger pants crafted in soft twill fabric, featuring a subtle sheen. Perfect for wedding functions, this emerald green piece pairs easily with your everyday wardrobe.",2319,https://picsum.photos/seed/P0155/500/650
P0156,Bottoms,Maroon Satin Wide-Leg Trousers,"A relaxed fit wide-leg trousers crafted in soft satin fabric, featuring delicate embroidery. Perfect for casual outings, this maroon piece pairs easily with your everyday wardrobe.",1529,https://picsum.photos/seed/P0156/500/650
P0157,Bottoms,White Corduroy Cigarette Pants,"A relaxed fit cigarette pants crafted in soft corduroy fabric, featuring hand-block prints. Perfect for wedding functions, this white piece pairs easily with your everyday wardrobe.",1319,https://picsum.photos/seed/P0157/500/650
P0158,Bottoms,Ivory Ponte Knit Pencil Skirt,"A slim fit pencil skirt crafted in soft ponte knit fabric, featuring hand-block prints. Perfect for festive occasions, this ivory piece pairs easily with your everyday wardrobe.",899,https://picsum.photos/seed/P0158/500/650
P0159,Bottoms,Magenta Ponte Knit Pencil Skirt,"A slim fit pencil skirt crafted in soft ponte knit fabric, featuring contrast piping. Perfect for date nights, this magenta piece pairs easily with your everyday wardrobe.",1059,https://picsum.photos/seed/P0159/500/650
P0160,Bottoms,Sky Blue Satin A-Line Skirt,"A relaxed fit a-line skirt crafted in soft satin fabric, featuring breathable fabric. Perfect for date nights, this sky blue piece pairs easily with your everyday wardrobe.",2399,https://picsum.photos/seed/P0160/500/650
P0161,Bottoms,Black Satin Bermuda Shorts,"A relaxed fit bermuda shorts crafted in soft satin fabric, featuring hand-block prints. Perfect for travel, this black piece pairs easily with your everyday wardrobe.",879,https://picsum.photos/seed/P0161/500/650
P0162,Bottoms,Wine Linen Pencil Skirt,"A relaxed fit pencil skirt crafted in soft linen fabric, featuring fine pleating. Perfect for wedding functions, this wine piece pairs easily with your everyday wardrobe.",1339,https://picsum.photos/seed/P0162/500/650
P0163,Bottoms,Wine Corduroy Culottes,"A tailored fit culottes crafted in soft corduroy fabric, featuring a subtle sheen. Perfect for date nights, this wine piece pairs easily with your everyday wardrobe.",1299,https://picsum.photos/seed/P0163/500/650
P0164,Bottoms,Lavender Linen Pencil Skirt,"A relaxed fit pencil skirt crafted in soft linen fabric, featuring delicate embroidery. Perfect for evening parties, this lavender piece pairs easily with your everyday wardrobe.",2379,https://picsum.photos/seed/P0164/500/650
P0165,Bottoms,Lavender Corduroy High-Rise Jeans,"A loose fit high-rise jeans crafted in soft corduroy fabric, featuring contrast piping. Perfect for casual outings, this lavender piece pairs easily with your everyday wardrobe.",2599,https://picsum.photos/seed/P0165/500/650
P0166,Bottoms,Teal Corduroy Skinny Jeans,"A slim fit skinny jeans crafted in soft corduroy fabric, featuring intricate zari work. Perfect for layering, this teal piece pairs easily with your everyday wardrobe.",1259,https://picsum.photos/seed/P0166/500/650
P0167,Bottoms,Blush Pink Corduroy A-Line Skirt,"A slim fit a-line skirt crafted in soft corduroy fabric, featuring a relaxed drape. Perfect for office wear, this blush pink piece pairs easily with your everyday wardrobe.",2349,https://picsum.photos/seed/P0167/500/650
P0168,Bottoms,White Corduroy Skinny Jeans,"A tailored fit skinny jeans crafted in soft corduroy fabric, featuring contrast piping. Perfect for casual outings, this white piece pairs easily with your everyday wardrobe.",1629,https://picsum.photos/seed/P0168/500/650
P0169,Bottoms,Mustard Cotton Bermuda Shorts,"A relaxed fit bermuda shorts crafted in soft cotton fabric, featuring fine pleating. Perfect for everyday wear, this mustard piece pairs easily with your everyday wardrobe.",1759,https://picsum.photos/seed/P0169/500/650
P0170,Bottoms,Olive Twill Wide-Leg Trousers,"A loose fit wide-leg trousers crafted in soft twill fabric, featuring gathered detailing. Perfect for everyday wear, this olive piece pairs easily with your everyday wardrobe.",1979,https://picsum.photos/seed/P0170/500/650
P0171,Bottoms,Beige Rayon Straight Fit Trousers,"A tailored fit straight fit trousers crafted in soft rayon fabric, featuring fine pleating. Perfect for evening parties, this beige piece pairs easily with your everyday wardrobe.",1559,https://picsum.photos/seed/P0171/500/650
P0172,Bottoms,Maroon Satin Palazzo Pants,"A slim fit palazzo pants crafted in soft satin fabric, featuring a relaxed drape. Perfect for weekend brunches, this maroon piece pairs easily with your everyday wardrobe.",2549,https://picsum.photos/seed/P0172/500/650
P0173,Bottoms,Lavender Linen Palazzo Pants,"A tailored fit palazzo pants crafted in soft linen fabric, featuring breathable fabric. Perfect for casual outings, this lavender piece pairs easily with your everyday wardrobe.",2069,https://picsum.photos/seed/P0173/500/650
P0174,Bottoms,Maroon Satin Cigarette Pants,"A relaxed fit cigarette pants crafted in soft satin fabric, featuring minimal styling. Perfect for layering, this maroon piece pairs easily with your everyday wardrobe.",2329,https://picsum.photos/seed/P0174/500/650
P0175,Bottoms,Rust Orange Cotton A-Line Skirt,"A slim fit a-line skirt crafted in soft cotton fabric, featuring delicate embroidery. Perfect for date nights, this rust orange piece pairs easily with your everyday wardrobe.",2279,https://picsum.photos/seed/P0175/500/650
P0176,Bottoms,Peach Linen Bermuda Shorts,"A loose fit bermuda shorts crafted in soft linen fabric, featuring a relaxed drape. Perfect for weekend brunches, this peach piece pairs easily with your everyday wardrobe.",859,https://picsum.photos/seed/P0176/500/650
P0177,Bottoms,Wine Corduroy A-Line Skirt,"A tailored fit a-line skirt crafted in soft corduroy fabric, featuring hand-block prints. Perfect for office wear, this wine piece pairs easily with your everyday wardrobe.",809,https://picsum.photos/seed/P0177/500/650
P0178,Bottoms,White Corduroy Flared Pants,"A regular fit flared pants crafted in soft corduroy fabric, featuring a flattering silhouette. Perfect for office wear, this white piece pairs easily with your everyday wardrobe.",2069,https://picsum.photos/seed/P0178/500/650
P0179,Bottoms,Mustard Ponte Knit Flared Pants,"A relaxed fit flared pants crafted in soft ponte knit fabric, featuring minimal styling. Perfect for travel, this mustard piece pairs easily with your everyday wardrobe.",2199,https://picsum.photos/seed/P0179/500/650
P0180,Bottoms,Mustard Ponte Knit A-Line Skirt,"A regular fit a-line skirt crafted in soft ponte knit fabric, featuring contrast piping. Perfect for date nights, this mustard piece pairs easily with your everyday wardrobe.",1739,https://picsum.photos/seed/P0180/500/650
P0181,Bottoms,Beige Denim Jogger Pants,"A relaxed fit jogger pants crafted in soft denim fabric, featuring a comfortable stretch. Perfect for weekend brunches, this beige piece pairs easily with your everyday wardrobe.",1829,https://picsum.photos/seed/P0181/500/650
P0182,Bottoms,Sky Blue Linen Palazzo Pants,"A relaxed fit palazzo pants crafted in soft linen fabric, featuring a relaxed drape. Perfect for travel, this sky blue piece pairs easily with your everyday wardrobe.",1609,https://picsum.photos/seed/P0182/500/650
P0183,Bottoms,White Ponte Knit Straight Fit Trousers,"A slim fit straight fit trousers crafted in soft ponte knit fabric, featuring a comfortable stretch. Perfect for office wear, this white piece pairs easily with your everyday wardrobe.",929,https://picsum.photos/seed/P0183/500/650
P0184,Bottoms,Blush Pink Denim High-Rise Jeans,"A relaxed fit high-rise jeans crafted in soft denim fabric, featuring hand-block prints. Perfect for weekend brunches, this blush pink piece pairs easily with your everyday wardrobe.",2139,https://picsum.photos/seed/P0184/500/650
P0185,Bottoms,Blush Pink Cotton Pleated Trousers,"A loose fit pleated trousers crafted in soft cotton fabric, featuring contrast piping. Perfect for weekend brunches, this blush pink piece pairs easily with your everyday wardrobe.",1249,https://picsum.photos/seed/P0185/500/650
P0186,Bottoms,Sky Blue Linen Skinny Jeans,"A slim fit skinny jeans crafted in soft linen fabric, featuring delicate embroidery. Perfect for layering, this sky blue piece pairs easily with your everyday wardrobe.",1399,https://picsum.photos/seed/P0186/500/650
P0187,Bottoms,Mustard Rayon Cargo Pants,"A relaxed fit cargo pants crafted in soft rayon fabric, featuring a subtle sheen. Perfect for festive occasions, this mustard piece pairs easily with your everyday wardrobe.",2389,https://picsum.photos/seed/P0187/500/650
P0188,Bottoms,Black Rayon High-Rise Jeans,"A relaxed fit high-rise jeans crafted in soft rayon fabric, featuring contrast piping. Perfect for weekend brunches, this black piece pairs easily with your everyday wardrobe.",1519,https://picsum.photos/seed/P0188/500/650
P0189,Bottoms,Black Rayon Straight Fit Trousers,"A regular fit straight fit trousers crafted in soft rayon fabric, featuring fine pleating. Perfect for festive occasions, this black piece pairs easily with your everyday wardrobe.",1769,https://picsum.photos/seed/P0189/500/650
P0190,Bottoms,Ivory Cotton Jogger Pants,"A regular fit jogger pants crafted in soft cotton fabric, featuring a comfortable stretch. Perfect for date nights, this ivory piece pairs easily with your everyday wardrobe.",1619,https://picsum.photos/seed/P0190/500/650
P0191,Bottoms,Ivory Cotton Flared Pants,"A loose fit flared pants crafted in soft cotton fabric, featuring contrast piping. Perfect for weekend brunches, this ivory piece pairs easily with your everyday wardrobe.",809,https://picsum.photos/seed/P0191/500/650
P0192,Bottoms,Ivory Corduroy Flared Pants,"A regular fit flared pants crafted in soft corduroy fabric, featuring a comfortable stretch. Perfect for casual outings, this ivory piece pairs easily with your everyday wardrobe.",1719,https://picsum.photos/seed/P0192/500/650
P0193,Bottoms,Coral Cotton Flared Pants,"A tailored fit flared pants crafted in soft cotton fabric, featuring a subtle sheen. Perfect for office wear, this coral piece pairs easily with your everyday wardrobe.",1519,https://picsum.photos/seed/P0193/500/650
P0194,Bottoms,Magenta Rayon Palazzo Pants,"A slim fit palazzo pants crafted in soft rayon fabric, featuring contrast piping. Perfect for evening parties, this magenta piece pairs easily with your everyday wardrobe.",2319,https://picsum.photos/seed/P0194/500/650
P0195,Bottoms,Royal Blue Linen Denim Shorts,"A loose fit denim shorts crafted in soft linen fabric, featuring breathable fabric. Perfect for travel, this royal blue piece pairs easily with your everyday wardrobe.",1859,https://picsum.photos/seed/P0195/500/650
P0196,Bottoms,Ivory Ponte Knit Palazzo Pants,"A regular fit palazzo pants crafted in soft ponte knit fabric, featuring fine pleating. Perfect for travel, this ivory piece pairs easily with your everyday wardrobe.",1249,https://picsum.photos/seed/P0196/500/650
P0197,Bottoms,Coral Satin Bermuda Shorts,"A slim fit bermuda shorts crafted in soft satin fabric, featuring intricate zari work. Perfect for wedding functions, this coral piece pairs easily with your everyday wardrobe.",1859,https://picsum.photos/seed/P0197/500/650
P0198,Bottoms,Lavender Ponte Knit Jogger Pants,"A regular fit jogger pants crafted in soft ponte knit fabric, featuring minimal styling. Perfect for everyday wear, this lavender piece pairs easily with your everyday wardrobe.",1499,https://picsum.photos/seed/P0198/500/650
P0199,Bottoms,Beige Linen Wide-Leg Trousers,"A tailored fit wide-leg trousers crafted in soft linen fabric, featuring a subtle sheen. Perfect for office wear, this beige piece pairs easily with your everyday wardrobe.",909,https://picsum.photos/seed/P0199/500/650
P0200,Bottoms,Navy Ponte Knit Palazzo Pants,"A relaxed fit palazzo pants crafted in soft ponte knit fabric, featuring gathered detailing. Perfect for festive occasions, this navy piece pairs easily with your everyday wardrobe.",849,https://picsum.photos/seed/P0200/500/650
